catname,catdesc,eventname,starttime,venuename,venuecity,venuestate,qtysold,pricepaid
Pop,All rock and pop music concerts,Greg Kihn Band,2008-02-18 19:30:00,Wachovia Center,Philadelphia,PA,2,138
Plays,All non-musical theatre,A Tale of Two Cities,2008-03-14 20:00:00,Vivian Beaumont Theatre,New York City,NY,2,446
Plays,All non-musical theatre,Rosencrantz and Guildenstern Are Dead,2008-02-18 15:00:00,Lunt-Fontanne Theatre,New York City,NY,1,73
Plays,All non-musical theatre,Othello,2008-03-01 19:00:00,Cort Theatre,New York City,NY,5,1090
Pop,All rock and pop music concerts,Brad Paisley,2008-02-17 15:00:00,McAfee Coliseum,Oakland,CA,2,648
Pop,All rock and pop music concerts,Mariah Carey,2008-03-08 19:00:00,AT&T Center,San Antonio,TX,2,652
Plays,All non-musical theatre,To Be or Not To Be,2008-02-17 19:00:00,The Broadway Theatre,New York City,NY,3,258
Pop,All rock and pop music concerts,Killers,2008-02-23 19:00:00,Joe Louis Arena,Detroit,MI,2,502
Pop,All rock and pop music concerts,Allman Brothers Band,2008-02-08 15:00:00,Villa Montalvo,Saratoga,CA,1,80
Musicals,Musical theatre,Beatles LOVE,2008-02-23 20:00:00,Wynn Hotel,Las Vegas,NV,1,243
Pop,All rock and pop music concerts,Jesse McCartney,2008-02-04 19:30:00,Bradley Center,Milwaukee,WI,4,1376
Pop,All rock and pop music concerts,Decemberists,2008-02-21 19:30:00,Dodger Stadium,Los Angeles,CA,2,582
Pop,All rock and pop music concerts,Donny Osmond,2008-03-08 19:00:00,Yankee Stadium,New York City,NY,1,205
Pop,All rock and pop music concerts,Trisha Yearwood,2008-02-21 14:00:00,University of Phoenix Stadium,Glendale,AZ,2,714
Musicals,Musical theatre,Dirty Dancing,2008-02-19 14:30:00,John Golden Theatre,New York City,NY,2,488
Musicals,Musical theatre,Dirty Dancing,2008-02-19 14:30:00,John Golden Theatre,New York City,NY,1,244
Pop,All rock and pop music concerts,Dave Matthews Band,2008-02-01 15:00:00,Gillette Stadium,Foxborough,MA,1,49
Pop,All rock and pop music concerts,Missy Higgins,2008-02-03 14:00:00,Jacksonville Municipal Stadium,Jacksonville,FL,2,92
Musicals,Musical theatre,Zumanity,2008-03-11 14:30:00,Tropicana Hotel,Las Vegas,NV,2,380
Plays,All non-musical theatre,Rhinoceros,2008-02-08 15:00:00,Paramount Theatre,Seattle,WA,4,1356
Plays,All non-musical theatre,Our Town,2008-01-29 19:00:00,Marquis Theatre,New York City,NY,2,502
Opera,All opera and light opera,Doctor Atomic,2008-02-19 19:30:00,San Francisco Opera,San Francisco,CA,4,1964
Pop,All rock and pop music concerts,Broken Social Scene,2008-02-02 19:30:00,Paul Brown Stadium,Cincinnati,OH,1,323
Pop,All rock and pop music concerts,Ani DiFranco,2008-02-15 14:00:00,Ford Center,Oklahoma City,OK,2,960
Plays,All non-musical theatre,The Homecoming,2008-02-02 14:00:00,Walter Kerr Theatre,New York City,NY,1,259
Pop,All rock and pop music concerts,Fergie,2008-02-23 14:00:00,HP Pavilion at San Jose,San Jose,CA,2,440
Musicals,Musical theatre,The Little Mermaid,2008-03-08 19:30:00,Eugene O'Neill Theatre,New York City,NY,1,148
Pop,All rock and pop music concerts,Oasis,2008-02-20 19:30:00,ARCO Arena,Sacramento,CA,2,870
Pop,All rock and pop music concerts,My Bloody Valentine,2008-02-01 19:00:00,TD Banknorth Garden,Boston,MA,2,826
Pop,All rock and pop music concerts,Dj Tiesto,2008-02-13 19:30:00,Target Center,Minneapolis,MN,3,675
Pop,All rock and pop music concerts,Stray Cats,2008-02-16 20:00:00,null,null,null,1,28
Opera,All opera and light opera,Rusalka,2008-02-23 19:30:00,Los Angeles Opera,Los Angeles,CA,1,261
Pop,All rock and pop music concerts,Calibash,2008-02-24 19:00:00,American Airlines Arena,Miami,FL,1,100
Plays,All non-musical theatre,Look Back in Anger,2008-02-21 20:00:00,Studio 54,New York City,NY,3,1488
Opera,All opera and light opera,Die Walkure,2008-02-25 15:00:00,Ellie Caulkins Opera House,Denver,CO,1,86
Pop,All rock and pop music concerts,America,2008-01-31 19:30:00,Arrowhead Stadium,Kansas City,MO,2,1548
Pop,All rock and pop music concerts,Dj Tiesto,2008-02-23 14:00:00,Villa Montalvo,Saratoga,CA,3,2811
Opera,All opera and light opera,Il Trovatore,2008-02-12 19:30:00,Lyric Opera House,Baltimore,MD,1,1884
Plays,All non-musical theatre,Hamlet,2008-03-07 14:30:00,August Wilson Theatre,New York City,NY,2,4980
Pop,All rock and pop music concerts,John Mellencamp,2008-02-18 19:00:00,LP Field,Nashville,TN,2,4620
Musicals,Musical theatre,Hairspray,2008-03-06 19:00:00,Neil Simon Theatre,New York City,NY,4,868
Musicals,Musical theatre,Dirty Dancing,2008-03-30 19:00:00,St. James Theatre,New York City,NY,4,616
Plays,All non-musical theatre,Look Back in Anger,2008-03-28 15:00:00,Winter Garden Theatre,New York City,NY,2,844
Plays,All non-musical theatre,The Country Girl,2008-03-19 20:00:00,August Wilson Theatre,New York City,NY,2,922
Pop,All rock and pop music concerts,Coheed and Cambria,2008-02-27 14:00:00,Paul Brown Stadium,Cincinnati,OH,2,730
Plays,All non-musical theatre,A Streetcar Named Desire,2008-03-11 20:00:00,Lunt-Fontanne Theatre,New York City,NY,2,200
Pop,All rock and pop music concerts,Oasis,2008-03-28 15:00:00,Kauffman Stadium,Kansas City,MO,2,162
Pop,All rock and pop music concerts,Journey,2008-04-14 15:00:00,U.S. Cellular Field,Chicago,IL,2,112
Pop,All rock and pop music concerts,Styx,2008-03-10 19:30:00,Chase Field,Phoenix,AZ,1,271
Musicals,Musical theatre,High Society,2008-03-14 19:30:00,George Gershwin Theatre,New York City,NY,1,457
Plays,All non-musical theatre,Spring Awakening,2008-03-02 20:00:00,Gerald Schoenfeld Theatre,New York City,NY,2,792
Pop,All rock and pop music concerts,Buckcherry,2008-03-13 14:00:00,The Home Depot Center,Carson,CA,4,1376
Musicals,Musical theatre,Shrek the Musical,2008-03-21 19:00:00,Booth Theatre,New York City,NY,2,290
Plays,All non-musical theatre,Wicked,2008-03-22 14:30:00,John Golden Theatre,New York City,NY,4,1620
Musicals,Musical theatre,Blue Man Group,2008-02-22 19:30:00,Mirage Hotel,Las Vegas,NV,1,169
Plays,All non-musical theatre,Passing Strange,2008-03-12 19:00:00,George Gershwin Theatre,New York City,NY,4,824
Musicals,Musical theatre,The King and I,2008-03-29 15:00:00,Biltmore Theatre,New York City,NY,2,158
Pop,All rock and pop music concerts,Celine Dion,2008-02-24 19:30:00,E.J. Nutter Center,Dayton,OH,2,3146
Pop,All rock and pop music concerts,Sara Evans,2008-04-03 15:00:00,Paul Brown Stadium,Cincinnati,OH,1,1820
Pop,All rock and pop music concerts,Sara Evans,2008-04-03 15:00:00,Paul Brown Stadium,Cincinnati,OH,2,3640
Plays,All non-musical theatre,Our Town,2008-04-01 19:00:00,Booth Theatre,New York City,NY,1,904
Pop,All rock and pop music concerts,Linkin Park,2008-03-04 14:00:00,Gillette Stadium,Foxborough,MA,2,954
Plays,All non-musical theatre,Hedda Gabler,2008-03-06 14:30:00,The Guthrie Theater,Minneapolis,MN,4,8632
Pop,All rock and pop music concerts,Ice Cube,2008-03-05 15:00:00,Oracle Arena,Oakland,CA,1,45
Musicals,Musical theatre,Shrek the Musical,2008-03-21 19:00:00,Booth Theatre,New York City,NY,2,56
Plays,All non-musical theatre,Wicked,2008-03-03 15:00:00,Greek Theatre,Los Angeles,CA,4,692
Pop,All rock and pop music concerts,Decemberists,2008-03-05 19:00:00,null,null,null,2,258
Plays,All non-musical theatre,Hamlet,2008-03-07 14:30:00,August Wilson Theatre,New York City,NY,2,666
Pop,All rock and pop music concerts,Enrique Iglesias,2008-03-03 15:00:00,AT&T Center,San Antonio,TX,1,33
Pop,All rock and pop music concerts,Tina Turner,2008-03-14 14:30:00,Xcel Energy Center,St. Paul,MN,1,101
Plays,All non-musical theatre,Look Back in Anger,2008-03-17 20:00:00,Longacre Theatre,New York City,NY,1,288
Pop,All rock and pop music concerts,The Guess Who,2008-02-28 15:00:00,TD Banknorth Garden,Boston,MA,1,60
Musicals,Musical theatre,Phantom of the Opera,2008-02-28 19:30:00,Sahara Hotel,Las Vegas,NV,4,520
Plays,All non-musical theatre,A Bronx Tale,2008-03-10 19:30:00,Eugene O'Neill Theatre,New York City,NY,1,161
Pop,All rock and pop music concerts,Celtic Thunder,2008-03-14 14:00:00,TD Banknorth Garden,Boston,MA,2,272
Opera,All opera and light opera,Rigoletto,2008-03-24 19:30:00,Los Angeles Opera,Los Angeles,CA,2,174
Musicals,Musical theatre,Flower Drum Song,2008-04-08 14:30:00,Palace Theatre,New York City,NY,2,526
Pop,All rock and pop music concerts,Sound Tribe Sector 9,2008-03-16 19:30:00,AT&T Center,San Antonio,TX,2,298
Pop,All rock and pop music concerts,Janet Jackson,2008-02-21 14:00:00,The Home Depot Center,Carson,CA,1,38
Pop,All rock and pop music concerts,Steven Curtis Chapman,2008-03-19 19:30:00,null,null,null,1,123
Plays,All non-musical theatre,The Cherry Orchard,2008-03-19 14:30:00,Lunt-Fontanne Theatre,New York City,NY,4,1844
Pop,All rock and pop music concerts,Conor Oberst,2008-03-18 19:00:00,Qwest Field,Seattle,WA,4,648
Pop,All rock and pop music concerts,Sugarland,2008-03-07 19:30:00,Jobing.com Arena,Glendale,AZ,1,253
Pop,All rock and pop music concerts,Janet Jackson,2008-02-22 15:00:00,Jacksonville Municipal Stadium,Jacksonville,FL,1,468
Pop,All rock and pop music concerts,Flogging Molly,2008-03-25 14:00:00,Fenway Park,Boston,MA,4,1028
Pop,All rock and pop music concerts,Vince Gill,2008-02-22 15:00:00,Arrowhead Stadium,Kansas City,MO,4,764
Pop,All rock and pop music concerts,Sound Tribe Sector 9,2008-03-16 19:30:00,AT&T Center,San Antonio,TX,1,101
Pop,All rock and pop music concerts,Mark Knopfler,2008-04-16 15:00:00,Coors Field,Denver,CO,2,360
Musicals,Musical theatre,Oliver!,2008-03-06 14:00:00,Vivian Beaumont Theatre,New York City,NY,1,481
Musicals,Musical theatre,Mamma Mia!,2008-03-12 14:00:00,Lincoln Center for the Performing Arts,New York City,NY,4,1516
Plays,All non-musical theatre,Cirque du Soleil,2008-03-01 20:00:00,Palace Theatre,New York City,NY,3,381
Pop,All rock and pop music concerts,Green Day,2008-03-25 19:00:00,HSBC Arena,Buffalo,NY,1,95
Plays,All non-musical theatre,The Caretaker,2008-03-21 19:30:00,The Broadway Theatre,New York City,NY,2,702
Pop,All rock and pop music concerts,Feist,2008-02-24 14:00:00,Hubert H. Humphrey Metrodome,Minneapolis,MN,1,172
Pop,All rock and pop music concerts,Rod Stewart,2008-03-16 19:30:00,Fenway Park,Boston,MA,1,486
Pop,All rock and pop music concerts,Jessica Simpson,2008-02-21 19:00:00,Ford Center,Oklahoma City,OK,2,556
Plays,All non-musical theatre,A Bronx Tale,2008-04-01 15:00:00,Minskoff Theatre,New York City,NY,1,422
Pop,All rock and pop music concerts,Kenny Chesney,2008-03-12 14:00:00,Izod Center,East Rutherford,NJ,2,128
Plays,All non-musical theatre,Othello,2008-04-06 14:30:00,San Jose Repertory Theatre,San Jose,CA,1,362
Pop,All rock and pop music concerts,Blues Brothers,2008-03-08 19:30:00,The Home Depot Center,Carson,CA,4,1528
Pop,All rock and pop music concerts,Trisha Yearwood,2008-02-21 14:00:00,University of Phoenix Stadium,Glendale,AZ,1,137
Pop,All rock and pop music concerts,Journey,2008-04-14 15:00:00,U.S. Cellular Field,Chicago,IL,3,168
Plays,All non-musical theatre,For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf,2008-03-19 15:00:00,New Amsterdam Theatre,New York City,NY,1,435
Pop,All rock and pop music concerts,Live,2008-04-01 14:00:00,Lincoln Financial Field,Philadelphia,PA,2,754
Pop,All rock and pop music concerts,Ryan Adams,2008-03-16 15:00:00,Toyota Park,Bridgeview,IL,4,800
Pop,All rock and pop music concerts,Montgomery Gentry,2008-03-10 19:30:00,Ford Field,Detroit,MI,1,54
Plays,All non-musical theatre,The Caucasian Chalk Circle,2008-04-20 19:30:00,Booth Theatre,New York City,NY,2,156
Pop,All rock and pop music concerts,Guitars and Saxes,2008-03-23 14:00:00,Nassau Veterans Memorial Coliseum,Uniondale,NY,1,469
Pop,All rock and pop music concerts,Gordon Lightfoot,2008-03-15 15:00:00,Qwest Field,Seattle,WA,1,257
Pop,All rock and pop music concerts,Bette Midler,2008-04-01 14:00:00,Soldier Field,Chicago,IL,1,242
Pop,All rock and pop music concerts,Counting Crows and Maroon 5,2008-04-04 15:00:00,Xcel Energy Center,St. Paul,MN,1,171
Pop,All rock and pop music concerts,Amos Lee,2008-03-08 19:30:00,Jobing.com Arena,Glendale,AZ,2,264
Pop,All rock and pop music concerts,Bo Bice,2008-03-31 19:00:00,Bank of America Stadium,Charlotte,NC,1,97
Pop,All rock and pop music concerts,Fergie,2008-04-16 19:00:00,Toyota Center,Houston,TX,1,472
Pop,All rock and pop music concerts,Creedence Clearwater Revisited,2008-03-18 20:00:00,Fenway Park,Boston,MA,1,43
Pop,All rock and pop music concerts,Cold War Kids,2008-03-24 14:00:00,Joe Louis Arena,Detroit,MI,2,214
Pop,All rock and pop music concerts,Maroon 5,2008-04-04 19:00:00,Lincoln Financial Field,Philadelphia,PA,3,1473
Pop,All rock and pop music concerts,Dave Koz,2008-03-18 19:00:00,PETCO Park,San Diego,CA,2,280
Pop,All rock and pop music concerts,Ted Nugent,2008-04-29 14:00:00,Lambeau Field,Green Bay,WI,2,600
Opera,All opera and light opera,La Damnation de Faust,2008-04-19 20:00:00,Lyric Opera House,Baltimore,MD,4,1384
Plays,All non-musical theatre,Hamlet,2008-03-25 19:00:00,Lunt-Fontanne Theatre,New York City,NY,3,396
Musicals,Musical theatre,A Chorus Line,2008-04-03 15:00:00,Lunt-Fontanne Theatre,New York City,NY,4,816
Musicals,Musical theatre,Kiss Me Kate,2008-03-21 15:00:00,John Golden Theatre,New York City,NY,2,744
Pop,All rock and pop music concerts,Dropkick Murphys,2008-04-01 14:00:00,Buck Shaw Stadium,Santa Clara,CA,1,238
Plays,All non-musical theatre,The Glass Menagerie,2008-03-08 14:00:00,Paramount Theatre,Seattle,WA,1,351
Musicals,Musical theatre,Legally Blonde,2008-03-26 14:30:00,Luxor Hotel,Las Vegas,NV,4,1496
Pop,All rock and pop music concerts,Teen Choice Awards,2008-04-08 20:00:00,PETCO Park,San Diego,CA,2,838
Plays,All non-musical theatre,Macbeth,2008-03-20 14:30:00,Lunt-Fontanne Theatre,New York City,NY,1,71
Musicals,Musical theatre,Mamma Mia!,2008-03-29 14:30:00,Brooks Atkinson Theatre,New York City,NY,1,369
Musicals,Musical theatre,Mamma Mia!,2008-03-29 14:30:00,Brooks Atkinson Theatre,New York City,NY,2,738
Pop,All rock and pop music concerts,Gordon Lightfoot,2008-03-13 15:00:00,null,null,null,4,972
Plays,All non-musical theatre,Hedda Gabler,2008-03-20 15:00:00,Shubert Theatre,New York City,NY,1,71
Pop,All rock and pop music concerts,Frankie Valli,2008-04-12 14:30:00,Mellon Arena,Pittsburgh,PA,1,212
Pop,All rock and pop music concerts,John Prine,2008-04-17 15:00:00,Honda Center,Anaheim,CA,1,330
Plays,All non-musical theatre,Romeo and Juliet,2008-03-29 19:00:00,Booth Theatre,New York City,NY,2,570
Plays,All non-musical theatre,The Bacchae,2008-03-08 19:30:00,Geffen Playhouse,Los Angeles,CA,1,602
Musicals,Musical theatre,Chicago,2008-04-06 20:00:00,Bernard B. Jacobs Theatre,New York City,NY,2,2676
Pop,All rock and pop music concerts,Travis Tritt,2008-04-17 15:00:00,Scotiabank Place,Ottawa,ON,1,519
Plays,All non-musical theatre,A Doll's House,2008-04-17 19:00:00,Lyceum Theatre,New York City,NY,2,4718
Musicals,Musical theatre,South Pacific,2008-03-08 19:00:00,New Amsterdam Theatre,New York City,NY,1,1375
Plays,All non-musical theatre,The Homecoming,2008-03-14 15:00:00,Lyceum Theatre,New York City,NY,1,2435
Pop,All rock and pop music concerts,Motley Crue,2008-04-06 19:00:00,AT&T Park,San Francisco,CA,2,1162
Pop,All rock and pop music concerts,Chromeo,2008-03-15 14:00:00,Sommet Center,Nashville,TN,2,4124
Opera,All opera and light opera,Lucia di Lammermoor,2008-03-22 15:00:00,Metropolitan Opera,New York City,NY,4,508
Plays,All non-musical theatre,Endgame,2008-04-26 15:00:00,The Broadway Theatre,New York City,NY,3,690
Pop,All rock and pop music concerts,Rancid,2008-03-15 14:00:00,Joe Louis Arena,Detroit,MI,4,172
Pop,All rock and pop music concerts,Rodrigo y Gabriela,2008-03-09 15:00:00,Time Warner Cable Arena,Charlotte,NC,1,152
Musicals,Musical theatre,Seven Brides for Seven Brothers,2008-04-12 15:00:00,Carnegie Hall,New York City,NY,1,67
Plays,All non-musical theatre,To Be or Not To Be,2008-03-18 14:00:00,George Gershwin Theatre,New York City,NY,1,35
Pop,All rock and pop music concerts,Soulfest,2008-04-20 19:30:00,Scottrade Center,St. Louis,MO,2,386
Plays,All non-musical theatre,To Be or Not To Be,2008-03-18 14:00:00,George Gershwin Theatre,New York City,NY,2,42
Pop,All rock and pop music concerts,Black Crowes,2008-04-18 19:30:00,Robertson Stadium,Houston,TX,2,82
Musicals,Musical theatre,The Lion King,2008-04-03 19:00:00,Music Box Theatre,New York City,NY,1,64
Musicals,Musical theatre,Mamma Mia!,2008-04-01 20:00:00,The Broadway Theatre,New York City,NY,2,100
Musicals,Musical theatre,Mystere Cirque du Soleil,2008-03-14 14:00:00,Caesars Palace,Las Vegas,NV,1,63
Pop,All rock and pop music concerts,Aretha Franklin,2008-03-20 15:00:00,Madison Square Garden,New York City,NY,3,552
Musicals,Musical theatre,A Chorus Line,2008-03-09 19:00:00,Longacre Theatre,New York City,NY,2,456
Pop,All rock and pop music concerts,The Police,2008-04-07 19:00:00,Rice-Eccles Stadium,Salt Lake City,UT,1,279
Musicals,Musical theatre,Mamma Mia!,2008-03-26 20:00:00,Hilton Hotel,Las Vegas,NV,2,414
Musicals,Musical theatre,Blue Man Group,2008-03-22 14:00:00,Venetian Hotel,Las Vegas,NV,1,307
Plays,All non-musical theatre,Iphigenia,2008-03-23 14:30:00,Vivian Beaumont Theatre,New York City,NY,2,622
Pop,All rock and pop music concerts,Black Crowes,2008-04-13 15:00:00,AT&T Center,San Antonio,TX,2,744
Pop,All rock and pop music concerts,Ryan Adams,2008-03-10 19:30:00,St. Pete Times Forum,Tampa,FL,4,364
Pop,All rock and pop music concerts,Wilco,2008-04-09 14:00:00,Citizens Bank Park,Philadelphia,PA,2,758
Plays,All non-musical theatre,Spring Awakening,2008-04-04 15:00:00,Ethel Barrymore Theatre,New York City,NY,1,213
Pop,All rock and pop music concerts,Dixie Chicks,2008-04-10 14:00:00,EnergySolutions Arena,Salt Lake City,UT,2,674
Plays,All non-musical theatre,November,2008-02-11 19:30:00,Belasco Theatre,New York City,NY,1,268
Plays,All non-musical theatre,The Tempest,2008-02-25 14:30:00,Shubert Theatre,New York City,NY,4,820
Pop,All rock and pop music concerts,Madonna,2008-03-25 20:00:00,HSBC Arena,Buffalo,NY,1,298
Pop,All rock and pop music concerts,Live,2008-02-01 19:00:00,Dodger Stadium,Los Angeles,CA,2,422
Pop,All rock and pop music concerts,Brian McKnight,2008-02-02 19:00:00,Philips Arena,Atlanta,GA,4,500
Plays,All non-musical theatre,Waiting for Godot,2008-02-23 15:00:00,Eugene O'Neill Theatre,New York City,NY,3,1248
Opera,All opera and light opera,La Cenerentola (Cinderella),2008-03-02 19:30:00,Lyric Opera House,Baltimore,MD,2,86
Pop,All rock and pop music concerts,Sarah Brightman,2008-02-04 19:00:00,Pepsi Center,Denver,CO,1,241
Musicals,Musical theatre,Legally Blonde,2008-03-04 14:30:00,Minskoff Theatre,New York City,NY,2,614
Pop,All rock and pop music concerts,Matisyahu,2008-02-16 19:30:00,Wrigley Field,Chicago,IL,2,78
Pop,All rock and pop music concerts,Aretha Franklin,2008-02-19 15:00:00,Pepsi Center,Denver,CO,1,476
Plays,All non-musical theatre,Spring Awakening,2008-02-22 15:00:00,New Amsterdam Theatre,New York City,NY,1,284
Pop,All rock and pop music concerts,Teddy Geiger,2008-02-09 19:30:00,Mellon Arena,Pittsburgh,PA,2,940
Pop,All rock and pop music concerts,Joe Cocker,2008-03-13 19:30:00,Arrowhead Stadium,Kansas City,MO,1,2244
Opera,All opera and light opera,Rigoletto,2008-03-25 14:00:00,Kennedy Center Opera House,Washington,DC,1,1632
Pop,All rock and pop music concerts,My Morning Jacket,2008-02-24 19:00:00,null,null,null,2,2812
Pop,All rock and pop music concerts,Live,2008-02-22 15:00:00,Scottrade Center,St. Louis,MO,1,1237
Musicals,Musical theatre,Oliver!,2008-02-03 15:00:00,Eugene O'Neill Theatre,New York City,NY,2,4542
